,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
1239, Insignia,2017,12791,Manual,48771,Diesel,150,54.3,2.0
1240, Mokka X,2019,13995,Manual,10813,Petrol,145,39.2,1.4
1241, Astra,2017,10488,Semi-Auto,21776,Petrol,145,50.4,1.4
1242, Astra,2017,9269,Manual,22473,Petrol,125,51.4,1.4
1243, Crossland X,2018,10250,Manual,18274,Diesel,145,78.5,1.6
1244, Corsa,2016,9450,Automatic,33013,Petrol,145,47.9,1.4
1245, Mokka,2016,9999,Manual,23586,Diesel,20,68.9,1.6
1246, Corsa,2015,6732,Manual,24033,Petrol,125,54.3,1.4
1247, Corsa,2019,10590,Manual,2007,Petrol,145,44.8,1.4
1248, Mokka X,2017,9250,Manual,40123,Petrol,145,47.1,1.4
1249, Mokka,2014,8224,Manual,35982,Petrol,160,44.1,1.4
1250, Combo Life,2019,16658,Manual,1733,Petrol,145,42.2,1.2
1251, Viva,2017,6799,Manual,11472,Petrol,20,62.8,1.0
1252, Mokka X,2019,15473,Semi-Auto,22657,Petrol,145,37.2,1.4
1253, Agila,2011,4655,Manual,25669,Petrol,30,55.4,1.2
1254, Grandland X,2019,16495,Manual,2653,Petrol,150,44.1,1.2
1255, Mokka X,2018,13200,Manual,6703,Diesel,145,50.4,1.6
1256, Astra,2018,11630,Manual,31759,Diesel,145,72.4,1.6
1257, Astra,2017,10998,Manual,18752,Petrol,160,47.1,1.4
1258, Astra,2019,14995,Manual,100,Diesel,145,72.4,1.6
1259, Zafira,2015,7750,Manual,34446,Petrol,200,43.0,1.4
1260, Astra,2016,8720,Manual,22720,Petrol,20,64.2,1.0
1261, Corsa,2016,7679,Automatic,49897,Petrol,145,47.9,1.4
1262, Mokka,2014,7498,Manual,38273,Petrol,205,43.5,1.6
1263, Mokka X,2018,11990,Manual,17000,Petrol,145,47.1,1.4
1264, Mokka X,2017,9699,Manual,33152,Petrol,205,42.2,1.6
1265, Zafira,2016,9695,Manual,39000,Diesel,20,68.9,1.6
1266, Mokka,2017,10800,Manual,17781,Petrol,200,42.2,1.6
1267, Insignia,2018,12590,Manual,32173,Diesel,145,65.7,1.6
1268, Astra,2017,8998,Manual,42339,Diesel,145,74.3,1.6
1269, Astra,2014,5410,Manual,73429,Diesel,30,65.7,1.7
1270, Corsa,2017,9777,Automatic,9625,Petrol,145,47.9,1.4
1271, Mokka X,2017,12498,Manual,18430,Petrol,145,47.1,1.4
1272, Zafira,2002,1095,Manual,105000,Petrol,300,35.8,1.6
1273, Astra,2017,9740,Manual,24872,Diesel,145,76.3,1.6
1274, Mokka X,2017,12299,Semi-Auto,20402,Petrol,150,43.5,1.4
1275, Astra,2019,11400,Manual,12840,Petrol,145,51.4,1.4
1276, Astra,2011,5490,Automatic,44500,Petrol,240,39.8,1.6
1277, Mokka,2014,7498,Manual,36402,Petrol,200,43.5,1.6
1278, Astra,2019,14995,Automatic,4020,Petrol,150,42.8,1.4
1279, Corsa,2017,7630,Manual,16668,Petrol,30,55.4,1.4
1280, Grandland X,2019,25950,Automatic,500,Diesel,145,53.3,1.5
1281, Astra,2017,11495,Manual,8156,Petrol,145,51.4,1.4
1282, Mokka X,2019,12990,Manual,9375,Petrol,145,39.2,1.4
1283, Insignia,2018,12799,Manual,24684,Diesel,145,65.7,1.6
1284, Grandland X,2018,13998,Manual,29094,Diesel,145,56.5,1.5
1285, Mokka X,2017,11295,Manual,35388,Diesel,150,65.7,1.6
1286, Crossland X,2020,17950,Automatic,39,Petrol,145,44.1,1.2
1287, Corsa,2018,7490,Manual,18000,Petrol,145,54.3,1.4
1288, Mokka,2016,8660,Manual,32377,Petrol,200,40.9,1.6
1289, Corsa,2015,6887,Manual,21000,Petrol,30,55.4,1.4
1290, Crossland X,2019,13498,Manual,4157,Petrol,145,47.1,1.2
1291, Corsa,2014,7340,Manual,13070,Petrol,125,51.4,1.2
1292, Astra,2011,4999,Automatic,65121,Petrol,235,39.2,1.6
1293, Mokka X,2019,12298,Manual,10710,Petrol,145,39.2,1.4
1294, Corsa,2016,6998,Manual,29205,Petrol,30,54.3,1.4
1295, Astra,2020,16598,Manual,10,Petrol,150,54.3,1.2
1296, Crossland X,2019,13740,Manual,3866,Petrol,145,47.1,1.2
1297, Mokka X,2016,10600,Manual,12249,Petrol,205,42.2,1.6
1298, Corsa,2016,6291,Manual,33126,Petrol,30,55.4,1.4
1299, Grandland X,2019,16970,Manual,14703,Diesel,145,56.5,1.5
1300, Corsa,2016,7990,Manual,26500,Petrol,30,54.3,1.4
1301, Corsa,2019,9990,Manual,100,Petrol,145,43.5,1.4
1302, Adam,2015,7499,Manual,8522,Petrol,125,53.3,1.4
1303, Mokka,2014,6899,Manual,56093,Petrol,200,43.5,1.6
1304, GTC,2016,10999,Manual,15000,Petrol,165,44.8,1.6
1305, Meriva,2009,1695,Manual,119337,Diesel,145,53.3,1.7
1306, Corsa,2020,16998,Manual,10,Petrol,145,52.3,1.2
1307, Mokka,2013,5699,Manual,78505,Petrol,205,43.5,1.6
1308, Corsa,2019,10698,Manual,1858,Petrol,150,44.8,1.4
1309, Corsa,2016,8799,Manual,13803,Petrol,30,55.4,1.4
1310, Astra,2020,16850,Manual,10,Petrol,145,54.3,1.2
1311, Astra,2017,11995,Manual,18366,Petrol,150,51.4,1.4
1312, GTC,2016,7820,Manual,7754,Petrol,160,47.1,1.4
1313, Insignia,2015,9695,Automatic,45453,Diesel,160,52.3,2.0
1314, Astra,2017,9491,Manual,20813,Petrol,150,51.4,1.4
1315, Corsa,2012,2400,Manual,60000,Petrol,125,51.4,1.2
1316, Grandland X,2019,22995,Automatic,3652,Petrol,145,43.5,1.2
1317, Corsa,2018,9443,Manual,7259,Petrol,150,43.5,1.4
1318, Astra,2016,9298,Manual,40785,Diesel,20,72.4,1.6
1319, Astra,2019,11491,Manual,11772,Petrol,145,52.3,1.4
1320, Corsa,2016,7299,Manual,22500,Petrol,30,54.3,1.4
1321, Corsa,2017,8507,Manual,8596,Petrol,30,55.4,1.4
1322, Astra,2014,7495,Semi-Auto,20000,Petrol,235,39.8,1.6
1323, Mokka X,2019,12998,Manual,11089,Petrol,145,39.2,1.4
1324, Astra,2016,10199,Automatic,12874,Petrol,125,50.4,1.4
1325, Astra,2016,9400,Manual,31331,Diesel,20,72.4,1.6
1326, Zafira,2016,9499,Automatic,39471,Petrol,235,39.2,1.4
1327, Corsa,2017,7690,Manual,26033,Petrol,145,55.4,1.4
1328, Astra,2017,10991,Manual,11192,Petrol,145,51.4,1.4
1329, Mokka X,2017,10495,Manual,14951,Petrol,200,42.2,1.6
1330, Crossland X,2019,15990,Manual,7692,Petrol,145,47.1,1.2
1331, Corsa,2017,7600,Manual,11665,Petrol,30,54.3,1.4
1332, Corsa,2017,7562,Manual,20273,Petrol,145,55.4,1.4
1333, Mokka X,2017,11795,Manual,12588,Petrol,145,47.1,1.4
1334, Crossland X,2019,15795,Manual,10,Petrol,145,47.1,1.2
1335, Mokka,2015,8999,Manual,27614,Petrol,160,44.8,1.4
1336, Mokka X,2019,12498,Manual,17202,Petrol,150,39.2,1.4
1337, Corsa,2018,10654,Manual,6384,Petrol,145,49.6,1.4
1338, Insignia,2016,8899,Manual,25105,Petrol,125,50.4,1.4
1339, Astra,2017,8989,Manual,28000,Petrol,145,62.8,1.0
1340, Mokka X,2019,14250,Manual,11418,Petrol,145,39.2,1.4
1341, Corsa,2015,6495,Manual,42000,Petrol,30,55.4,1.4
1342, Mokka X,2018,11998,Manual,27682,Petrol,145,47.1,1.4
1343, Insignia,2019,14998,Manual,16479,Petrol,145,50.4,1.5
1344, Corsa,2016,7395,Manual,39770,Petrol,30,55.4,1.4
1345, Grandland X,2019,16000,Manual,10766,Petrol,145,44.1,1.2
1346, Corsa,2015,6470,Manual,29441,Petrol,30,55.4,1.4
1347, Crossland X,2019,13498,Manual,3521,Petrol,150,47.1,1.2
1348, Mokka X,2019,15995,Automatic,1000,Petrol,145,37.2,1.4
1349, Crossland X,2017,9998,Manual,19527,Petrol,150,58.9,1.2
1350, Astra,2016,8998,Manual,35341,Diesel,0,76.3,1.6
1351, Corsa,2018,8300,Manual,16374,Petrol,145,54.3,1.4
1352, Corsa,2018,9250,Manual,10470,Petrol,145,43.5,1.4
1353, Insignia,2015,6969,Manual,51276,Diesel,0,76.3,2.0
1354, Corsa,2017,7680,Manual,16129,Petrol,30,55.4,1.4
1355, Insignia,2017,12500,Manual,36010,Diesel,145,65.7,1.6
1356, Adam,2018,8117,Manual,4261,Petrol,145,53.3,1.2
1357, Mokka X,2016,10998,Manual,17988,Petrol,205,42.2,1.6
1358, Grandland X,2018,15795,Manual,6805,Petrol,145,55.4,1.2
1359, Grandland X,2020,17600,Manual,10,Petrol,145,45.6,1.2
1360, Astra,2017,10491,Manual,16515,Diesel,20,72.4,1.6
1361, Grandland X,2018,12750,Manual,53000,Diesel,150,70.6,1.6
1362, Corsa,2015,6498,Manual,31664,Petrol,30,55.4,1.4
1363, Mokka,2014,6630,Manual,71517,Petrol,200,43.5,1.6
1364, Crossland X,2019,14717,Manual,662,Petrol,150,47.1,1.2
1365, Corsa,2019,9999,Manual,6897,Petrol,145,43.5,1.4
1366, Corsa,2014,5495,Manual,41000,Petrol,125,51.4,1.2
1367, Mokka,2016,7950,Manual,20191,Petrol,200,40.9,1.6
1368, Astra,2016,10670,Automatic,21842,Petrol,125,51.4,1.4
1369, Corsa,2018,7995,Manual,24104,Petrol,145,55.4,1.4
1370, Viva,2017,6680,Manual,12644,Petrol,20,62.8,1.0
1371, Corsa,2017,7390,Manual,18423,Petrol,30,55.4,1.4
1372, Corsa,2019,8990,Manual,8948,Petrol,145,43.5,1.4
1373, Mokka,2015,7490,Manual,41000,Petrol,160,44.8,1.4
1374, Astra,2018,12480,Automatic,7200,Petrol,145,51.4,1.4
1375, Corsa,2017,7991,Manual,15913,Petrol,145,55.4,1.4
1376, Adam,2017,9999,Manual,8387,Petrol,145,53.3,1.2
1377, Astra,2019,10890,Manual,14319,Petrol,150,48.7,1.0
1378, Mokka,2016,6794,Manual,97000,Diesel,20,68.9,1.6
1379, Astra,2019,12698,Manual,15316,Petrol,150,51.4,1.4
1380, Zafira,2013,4999,Manual,64320,Petrol,205,42.2,1.6
1381, Astra,2013,4560,Manual,93517,Diesel,30,62.8,2.0
1382, Adam,2017,7990,Manual,27511,Petrol,150,52.3,1.4
1383, Corsa,2019,8500,Manual,5803,Petrol,145,43.5,1.4
1384, Grandland X,2018,14495,Manual,14320,Diesel,145,70.6,1.6
1385, Mokka X,2019,13999,Manual,10779,Petrol,145,39.2,1.4
1386, Mokka X,2019,14995,Manual,6887,Petrol,145,39.2,1.4
1387, Mokka X,2019,12498,Manual,13237,Petrol,145,39.2,1.4
1388, Mokka X,2017,11391,Manual,18282,Petrol,150,42.2,1.6
1389, Mokka,2016,9499,Manual,34434,Diesel,30,65.7,1.6
1390, Astra,2019,15795,Manual,1073,Petrol,145,45.6,1.4
1391, Mokka X,2017,11800,Manual,30403,Petrol,150,47.1,1.4
1392, Astra,2017,9995,Manual,10556,Petrol,125,51.4,1.4
1393, Viva,2017,6941,Manual,15871,Petrol,145,62.8,1.0
1394, Combo Life,2019,13695,Manual,4714,Petrol,145,42.2,1.2
1395, Zafira Tourer,2017,13795,Automatic,26625,Petrol,150,40.9,1.4
1396, Mokka,2016,9299,Manual,9983,Petrol,200,40.9,1.6
1397, Grandland X,2019,16499,Manual,12817,Petrol,145,44.1,1.2
1398, Corsa,2011,4495,Automatic,48435,Petrol,165,44.8,1.4
1399, Corsa,2019,8800,Manual,11629,Petrol,145,43.5,0.0
1400, Corsa,2016,6390,Manual,33885,Petrol,30,55.4,1.4
1401, Adam,2018,8700,Manual,21605,Petrol,150,53.3,1.2
1402, Zafira,2014,5499,Manual,35682,Diesel,145,55.4,1.7
1403, Astra,2014,5990,Manual,75000,Petrol,125,51.4,1.4
1404, Meriva,2016,7699,Manual,10000,Petrol,145,47.9,1.4
1405, Crossland X,2017,11499,Manual,16448,Petrol,150,58.9,1.2
1406, Corsa,2016,7995,Manual,12211,Petrol,30,55.4,1.4
1407, Mokka X,2017,9900,Manual,24476,Petrol,150,47.1,1.4
1408, Zafira,2016,8867,Manual,32564,Petrol,200,42.2,1.4
1409, Insignia,2014,6499,Manual,62193,Diesel,0,76.3,2.0
1410, Corsa,2017,7998,Manual,14257,Petrol,150,55.4,1.4
1411, Corsa,2013,6028,Manual,26111,Petrol,125,51.4,1.2
1412, Mokka,2016,9930,Manual,11500,Petrol,200,40.9,1.6
1413, Corsa,2018,9499,Manual,4650,Petrol,145,43.5,1.4
1414, Mokka X,2017,10485,Manual,28064,Petrol,145,47.1,1.4
1415, Astra,2019,11495,Manual,18240,Petrol,145,48.7,1.0
1416, Mokka,2016,9010,Manual,16412,Petrol,160,44.8,1.4
1417, Astra,2018,12498,Semi-Auto,1414,Petrol,145,51.4,1.4
1418, Corsa,2017,7500,Manual,21247,Petrol,30,55.4,1.4
1419, Corsa,2016,6895,Manual,22000,Petrol,30,55.4,1.4
1420, Astra,2017,9998,Manual,17579,Diesel,150,74.3,1.6
1421, Meriva,2017,7999,Manual,17229,Petrol,145,47.1,1.4
1422, Insignia,2017,8857,Manual,52450,Diesel,30,64.2,1.6
1423, Corsa,2019,9759,Manual,11716,Petrol,145,43.5,1.4
1424, Crossland X,2020,16990,Manual,5,Petrol,145,47.1,1.2
1425, Corsa,2017,7190,Manual,9574,Petrol,30,55.4,1.4
1426, Corsa,2015,6999,Manual,43590,Petrol,125,54.3,1.4
1427, Mokka,2016,10891,Manual,11337,Petrol,205,42.2,1.4
1428, Insignia,2018,14000,Manual,11624,Diesel,145,65.7,1.6
1429, Crossland X,2019,14995,Automatic,13111,Petrol,145,42.2,1.2
1430, Corsa,2016,7310,Manual,29043,Petrol,30,54.3,1.4
1431, Zafira,2017,9970,Manual,32787,Petrol,200,41.5,1.4
1432, Corsa,2019,11529,Automatic,5388,Petrol,145,43.5,1.4
1433, Astra,2016,10000,Automatic,35590,Diesel,30,65.7,1.6
1434, Mokka X,2019,12695,Manual,19483,Petrol,145,39.2,1.4
1435, Corsa,2015,7390,Manual,32746,Petrol,30,55.4,1.4
1436, Astra,2018,11699,Manual,12201,Petrol,145,45.6,1.6
1437, Corsa,2016,6400,Manual,28655,Petrol,30,55.4,1.4
1438, Insignia,2018,13193,Manual,16047,Petrol,145,47.1,1.5
1439, Insignia,2015,7059,Manual,72495,Diesel,0,76.3,2.0
1440, Corsa,2015,4999,Manual,51000,Petrol,125,53.3,1.2
1441, Antara,2009,2950,Manual,90000,Diesel,305,37.7,2.0
1442, Grandland X,2018,14989,Manual,7287,Diesel,145,70.6,1.6
1443, Corsa,2013,4999,Manual,31400,Petrol,125,51.4,1.2
1444, Corsa,2017,7991,Manual,22524,Petrol,30,55.4,1.4
1445, Corsa,2020,18598,Manual,10,Diesel,150,70.6,1.5
1446, Corsa,2015,6381,Manual,29797,Petrol,125,52.3,1.2
1447, Mokka X,2018,12799,Manual,19332,Petrol,145,39.2,1.4
1448, Corsa,2015,6498,Manual,38130,Petrol,30,55.4,1.4
1449, Insignia,2019,15998,Manual,17570,Diesel,150,53.3,2.0
1450, Astra,2016,10995,Manual,12459,Petrol,125,51.4,1.4
1451, Corsa,2014,6299,Manual,22000,Petrol,125,51.4,1.2
1452, Corsa,2010,3491,Manual,77143,Petrol,125,53.3,1.2
1453, Mokka,2016,9399,Manual,23854,Petrol,160,44.8,1.4
1454, Corsa,2019,12299,Manual,2369,Petrol,145,43.5,1.4
1455, Viva,2016,5881,Manual,13850,Petrol,20,62.8,1.0
1456, Astra,2017,10220,Manual,14280,Petrol,145,51.4,1.4
1457, Zafira,2015,8199,Manual,59479,Diesel,145,55.4,2.0
1458, Corsa,2018,7990,Manual,32378,Petrol,145,43.5,1.4
1459, Meriva,2015,4480,Manual,80544,Petrol,145,47.1,1.4
1460, Mokka X,2019,12998,Manual,16462,Petrol,145,39.2,1.4
1461, Insignia,2018,14590,Manual,16278,Petrol,145,47.1,1.5
1462, Mokka X,2019,16820,Automatic,5900,Diesel,145,47.1,1.6
1463, Corsa,2017,7495,Manual,48000,Petrol,145,55.4,1.4
1464, Zafira,2017,12295,Manual,18346,Petrol,200,41.5,1.4
1465, Mokka X,2018,12390,Manual,19261,Petrol,145,47.1,1.4
1466, Zafira,2008,2650,Manual,82000,Petrol,235,38.7,1.6
1467, Insignia,2013,2950,Manual,101154,Petrol,235,39.2,1.8
1468, Mokka,2015,8991,Automatic,49231,Petrol,160,43.5,1.4
1469, Mokka X,2017,15000,Semi-Auto,5900,Petrol,150,43.5,1.4
1470, Mokka X,2019,12699,Manual,14237,Petrol,145,39.2,1.4
1471, Corsa,2004,1000,Manual,65000,Petrol,145,48.7,1.2
1472, Astra,2020,14990,Manual,100,Petrol,145,54.3,1.2
1473, Mokka X,2018,12490,Manual,6948,Petrol,145,39.2,1.4
1474, Corsa,2016,7499,Manual,30800,Petrol,30,54.3,1.4
1475, Corsa,2013,3850,Manual,49000,Petrol,30,55.4,1.0
1476, Insignia,2016,9298,Manual,44787,Diesel,20,68.9,1.6
1477, Mokka,2014,8290,Manual,27300,Diesel,125,57.6,1.7
1478, Astra,2019,14345,Manual,48,Diesel,145,58.9,1.6
1479, Antara,2013,5490,Semi-Auto,79856,Diesel,330,35.8,2.2
1480, Adam,2017,8399,Manual,14299,Petrol,150,55.4,1.0
1481, Grandland X,2018,13500,Manual,33129,Diesel,145,56.5,1.5
1482, Corsa,2017,6999,Manual,15557,Petrol,145,55.4,1.4
1483, Mokka X,2018,15995,Semi-Auto,4093,Petrol,145,37.2,1.4
1484, Astra,2020,15295,Manual,10,Petrol,145,54.3,1.2
1485, Crossland X,2018,10999,Manual,23695,Diesel,145,78.5,1.6
1486, Mokka,2015,9000,Manual,23272,Diesel,30,65.7,1.6
1487, Astra,2018,12990,Manual,18000,Petrol,140,47.1,1.4
1488, Mokka X,2018,11298,Manual,28993,Petrol,145,47.1,1.4
1489, Cascada,2015,7995,Manual,68601,Diesel,125,57.6,2.0
1490, Corsa,2018,8500,Manual,8500,Petrol,145,43.5,1.4
1491, Astra,2018,11999,Manual,9473,Petrol,145,51.4,1.4
1492, Mokka X,2017,10800,Manual,32220,Petrol,145,47.1,1.4
1493, Mokka X,2019,14499,Manual,9472,Petrol,150,39.2,1.4
1494, Insignia,2018,12998,Manual,49046,Diesel,145,65.7,1.6
1495, Adam,2017,9930,Manual,2650,Petrol,140,53.3,1.2
1496, Corsa,2011,3995,Manual,53067,Petrol,145,49.6,1.4
1497, Astra,2017,10498,Manual,21031,Petrol,125,51.4,1.4
1498, Mokka X,2017,11400,Automatic,19090,Petrol,160,43.5,1.4
1499, Astra,2016,7998,Manual,43143,Diesel,0,78.5,1.6
1500, Corsa,2016,6071,Manual,48698,Petrol,30,55.4,1.4
1501, Astra,2017,9990,Manual,40967,Petrol,125,51.4,1.4
1502, Corsa,2017,7995,Manual,17500,Petrol,145,55.4,1.4
1503, Corsa,2014,6488,Manual,66601,Petrol,235,38.7,1.6
1504, Astra,2016,9250,Manual,19062,Petrol,125,51.4,1.4
1505, Mokka X,2018,12092,Manual,16041,Petrol,145,39.2,1.4
1506, Astra,2020,15690,Manual,100,Petrol,145,54.3,1.2
1507, Astra,2016,8298,Manual,24426,Petrol,125,51.4,1.4
1508, Astra,2017,8991,Manual,38742,Petrol,145,51.4,1.4
1509, Astra,2020,15295,Manual,9,Petrol,145,54.3,1.2
1510, Insignia,2016,6498,Manual,65973,Diesel,0,74.3,1.6
1511, Insignia,2015,8299,Manual,48000,Diesel,20,72.4,1.6
1512, Crossland X,2018,8990,Manual,19000,Petrol,145,54.3,1.2
1513, Astra,2018,10491,Manual,20885,Petrol,145,51.4,1.4
1514, Mokka X,2019,13991,Manual,2667,Petrol,145,39.2,1.4
1515, Corsa,2018,7999,Manual,6794,Petrol,145,55.4,1.4
1516, Zafira,2017,10591,Manual,36422,Petrol,205,41.5,1.4
1517, Corsa,2015,8955,Manual,26967,Petrol,30,55.4,1.4
1518, Crossland X,2017,9647,Manual,25561,Diesel,145,78.5,1.6
1519, Mokka X,2017,11591,Semi-Auto,24133,Petrol,160,43.5,1.4
1520, Corsa,2017,8298,Manual,13202,Petrol,30,55.4,1.4
1521, Corsa,2018,9299,Manual,13943,Petrol,145,55.4,1.4
1522, Astra,2017,9998,Manual,43014,Diesel,145,76.3,1.6
1523, Corsa,2016,9000,Manual,25313,Petrol,30,55.4,1.4
1524, Corsa,2020,16998,Manual,10,Petrol,150,52.3,1.2
1525, Insignia,2018,13991,Manual,33099,Diesel,145,54.3,2.0
1526, Mokka,2016,8495,Manual,48845,Petrol,200,42.2,1.4
1527, Adam,2013,5000,Manual,75953,Petrol,125,51.4,1.4
1528, Astra,2014,6795,Manual,38000,Petrol,160,44.8,1.6
1529, Mokka X,2019,13400,Manual,9713,Petrol,145,39.2,1.4
1530, Astra,2016,9100,Manual,40884,Petrol,125,51.4,1.4
1531, Mokka,2016,9888,Manual,20020,Petrol,165,44.8,1.4
1532, Combo Life,2019,13798,Manual,8865,Diesel,150,53.3,1.5
1533, Corsa,2015,6600,Manual,46513,Petrol,30,57.6,1.0
1534, Corsa,2014,4040,Manual,50322,Petrol,30,55.4,1.0
1535, Mokka X,2019,12998,Manual,12768,Petrol,145,39.2,1.4
1536, Grandland X,2019,18495,Automatic,11682,Petrol,145,43.5,1.2
1537, Crossland X,2019,10030,Manual,11367,Petrol,145,44.8,1.2
1538, Mokka X,2018,12400,Manual,15450,Petrol,145,39.2,1.4
1539, Mokka,2015,8698,Manual,30808,Petrol,160,44.8,1.4
1540, Astra,2017,8250,Manual,52025,Diesel,145,78.5,1.6
1541, Astra,2018,12992,Automatic,5320,Petrol,145,51.4,1.4
1542, Astra,2016,11995,Semi-Auto,16200,Petrol,125,50.4,1.4
1543, Astra,2014,8800,Manual,41348,Diesel,125,57.7,2.0
1544, Adam,2016,6999,Manual,41672,Petrol,125,53.3,1.2
1545, Insignia,2018,12795,Manual,10505,Petrol,150,47.1,1.5
1546, Corsa,2012,4495,Manual,38200,Petrol,125,51.4,1.2
1547, Astra,2017,9100,Semi-Auto,49730,Petrol,125,51.4,1.4
1548, Mokka,2016,11996,Automatic,11138,Petrol,160,43.5,1.4
1549, Astra,2013,5555,Manual,69904,Diesel,30,62.8,2.0
1550, Crossland X,2019,11237,Manual,17095,Petrol,145,44.8,1.2
1551, Astra,2018,11291,Manual,14594,Petrol,145,52.3,1.4
1552, Viva,2018,7392,Manual,4048,Petrol,150,62.8,1.0
1553, Astra,2015,7295,Manual,36185,Petrol,200,43.5,1.6
1554, Viva,2016,5991,Manual,11558,Petrol,20,62.8,1.0
1555, Insignia,2018,11490,Manual,35000,Diesel,145,54.3,2.0
1556, Corsa,2017,7998,Manual,21183,Petrol,30,54.3,1.4
1557, Mokka X,2018,12499,Manual,5094,Petrol,145,39.2,1.4
1558, Meriva,2016,7215,Manual,34761,Petrol,145,47.1,1.4
1559, GTC,2016,7998,Manual,38330,Petrol,160,47.1,1.4
1560, Corsa,2018,9211,Manual,8573,Petrol,150,43.5,1.4
1561, Corsa,2019,7850,Manual,10789,Petrol,145,43.5,1.4
1562, Zafira,2016,10101,Automatic,31875,Diesel,200,46.3,2.0
1563, Mokka X,2017,11990,Manual,21000,Petrol,145,47.1,1.4
1564, Corsa,2008,899,Manual,142000,Petrol,145,48.7,1.2
1565, Astra,2017,8399,Manual,49191,Petrol,145,52.3,1.4
1566, Insignia,2016,8749,Manual,47157,Diesel,20,68.9,1.6
1567, Grandland X,2019,18999,Manual,12400,Petrol,145,44.1,1.2
1568, Astra,2017,9491,Manual,18123,Petrol,145,51.4,1.4
1569, Tigra,2007,2499,Manual,48640,Petrol,165,46.3,1.4
1570, Adam,2016,7038,Manual,30450,Petrol,125,53.3,1.2
1571, Meriva,2016,7498,Manual,19000,Petrol,145,47.1,1.4
1572, Mokka X,2018,11250,Manual,32638,Petrol,145,39.2,1.4
1573, Mokka X,2017,10650,Automatic,38355,Petrol,150,43.5,1.4
1574, Corsa,2016,7140,Manual,36276,Petrol,30,54.3,1.4
1575, Astra,2017,9995,Manual,36565,Petrol,150,51.4,1.4
1576, Mokka X,2019,12498,Manual,19077,Petrol,150,39.2,1.4
1577, Zafira,2017,11691,Manual,18261,Petrol,205,43.0,1.4
1578, Corsa,2019,10990,Manual,2314,Petrol,145,43.5,1.4
1579, Mokka X,2017,8995,Manual,28635,Petrol,205,42.2,1.6
1580, Astra,2015,7499,Manual,26000,Petrol,160,44.8,1.6
1581, Mokka,2017,11000,Manual,27258,Petrol,200,42.2,1.6
1582, Mokka X,2017,11495,Semi-Auto,30908,Petrol,160,43.5,1.4
1583, Corsa,2019,8046,Manual,6089,Petrol,145,43.5,1.4
1584, Corsa,2019,10000,Manual,13,Petrol,150,43.5,1.4
1585, Mokka X,2016,10495,Semi-Auto,52502,Diesel,145,56.5,1.6
1586, Viva,2019,8499,Manual,15000,Petrol,145,46.3,1.0
1587, Viva,2017,5990,Manual,12470,Petrol,20,62.8,1.0
1588, Corsa,2017,7555,Manual,15388,Petrol,30,55.4,1.4
1589, Corsa,2015,7298,Manual,33263,Petrol,30,55.4,1.4
1590, Mokka,2015,8691,Manual,29990,Diesel,20,68.9,1.6
1591, Astra,2016,10995,Manual,28000,Diesel,20,72.4,1.6
1592, Viva,2015,5660,Manual,11653,Petrol,20,62.8,1.0
1593, Insignia,2012,9999,Manual,48490,Petrol,555,25.9,2.8
1594, Astra,2017,9997,Semi-Auto,45214,Diesel,125,61.4,1.6
1595, Corsa,2015,6640,Manual,28591,Petrol,125,53.3,1.2
1596, Astra,2016,8998,Manual,22968,Petrol,20,64.2,1.0
1597, Astra,2020,15890,Manual,2351,Petrol,145,54.3,1.2
1598, Viva,2019,8349,Manual,5,Petrol,145,46.3,1.0
1599, Insignia,2013,3999,Manual,93367,Diesel,30,65.7,2.0
1600, Mokka X,2019,11998,Manual,19407,Petrol,145,39.2,1.4
1601, Corsa,2019,10990,Manual,5124,Petrol,145,43.5,1.4
1602, Meriva,2016,8320,Manual,20638,Petrol,160,44.8,1.4
1603, Insignia,2019,15998,Manual,14732,Diesel,150,49.6,2.0
1604, Corsa,2012,5350,Manual,32304,Petrol,125,51.4,1.4
1605, Crossland X,2019,22188,Manual,24,Diesel,150,62.8,1.5
1606, Mokka,2017,10700,Manual,27934,Diesel,20,68.9,1.6
1607, Adam,2016,8270,Manual,17473,Petrol,125,53.3,1.2
1608, Mokka X,2017,10395,Manual,27481,Petrol,145,47.1,1.4
1609, Mokka,2016,10495,Automatic,11449,Petrol,165,43.5,1.4
1610, Corsa,2017,7950,Manual,14295,Petrol,145,55.4,1.4
1611, Meriva,2015,6798,Manual,10750,Petrol,145,47.1,1.4
1612, Viva,2019,7530,Manual,1919,Petrol,145,46.3,1.0
1613, Corsa,2016,6799,Manual,21148,Petrol,30,55.4,1.4
1614, Mokka X,2019,17939,Manual,10,Petrol,145,39.2,1.4
1615, Viva,2017,6500,Manual,27039,Petrol,20,62.8,1.0
1616, Corsa,2017,8999,Manual,30060,Petrol,145,49.6,1.4
1617, Corsa,2015,8895,Automatic,10748,Petrol,145,47.1,1.4
1618, Insignia,2017,8500,Automatic,64809,Diesel,125,57.6,1.6
1619, Mokka X,2018,9460,Manual,38333,Petrol,145,47.1,1.4
1620, Corsa,2015,6998,Manual,42798,Petrol,125,54.3,1.4
1621, Zafira,2016,11298,Automatic,19580,Petrol,200,40.9,1.4
1622, Insignia,2018,12299,Manual,36474,Diesel,145,65.7,1.6
1623, Corsa,2017,7599,Manual,11425,Petrol,30,55.4,1.4
1624, Insignia,2017,12803,Manual,45265,Diesel,145,53.3,2.0
