,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
2515, Galaxy,2013,11750,Manual,54922,Diesel,260,41.5,2.2
2516, Kuga,2017,14999,Manual,24877,Diesel,30,64.2,1.5
2517, Focus,2019,19790,Manual,8686,Diesel,145,62.8,1.5
2518, Focus,2017,11991,Manual,23161,Diesel,145,74.3,1.5
2519, Fiesta,2018,13800,Semi-Auto,7325,Petrol,145,54.3,1.0
2520, Focus,2019,17520,Manual,151,Petrol,145,60.1,1.0
2521, Focus,2015,7899,Manual,60482,Diesel,0,74.3,1.5
2522, Fiesta,2018,11491,Manual,13640,Petrol,145,65.7,1.0
2523, Kuga,2019,19460,Manual,13850,Diesel,145,47.9,2.0
2524, Focus,2019,18250,Automatic,3492,Diesel,145,64.2,2.0
2525, Focus,2018,12000,Manual,11300,Petrol,150,60.1,1.0
2526, Galaxy,2019,28300,Semi-Auto,4311,Diesel,145,54.3,2.0
2527, EcoSport,2019,16998,Manual,1091,Petrol,145,51.4,1.0
2528, Focus,2013,5498,Manual,67133,Diesel,20,67.3,1.6
2529, Fiesta,2018,12400,Manual,5000,Petrol,145,55.4,1.1
2530, Fiesta,2015,8498,Manual,19429,Petrol,0,65.7,1.0
2531, Fiesta,2015,6695,Manual,38000,Petrol,125,54.3,1.2
2532, Focus,2017,11499,Manual,21063,Diesel,0,74.3,1.5
2533, Fiesta,2017,13991,Manual,14294,Petrol,145,47.9,1.6
2534, Focus,2017,15612,Manual,24421,Diesel,145,67.3,2.0
2535, Fiesta,2013,7000,Manual,38142,Petrol,0,65.7,1.0
2536, Fiesta,2018,11370,Manual,14709,Petrol,145,56.5,1.0
2537, Fiesta,2016,11100,Automatic,11306,Petrol,0,57.7,1.0
2538, Fiesta,2012,4650,Manual,52000,Petrol,125,50.4,1.2
2539, Fiesta,2018,10497,Manual,14455,Petrol,145,64.2,1.1
2540, Fiesta,2018,10950,Manual,10307,Petrol,145,65.7,1.0
2541, Kuga,2017,18200,Automatic,14171,Petrol,145,38.2,1.5
2542, Fiesta,2019,11285,Manual,19788,Diesel,150,55.4,1.5
2543, Fiesta,2016,9850,Manual,9855,Petrol,0,65.7,1.0
2544, Fiesta,2019,12999,Manual,17500,Petrol,145,56.5,1.0
2545, Focus,2014,8000,Manual,47911,Diesel,20,67.3,1.6
2546, C-MAX,2018,11799,Manual,23800,Diesel,145,68.9,1.5
2547, Fiesta,2016,7000,Manual,42300,Petrol,0,65.7,1.0
2548, Kuga,2017,13500,Manual,23332,Diesel,150,64.2,1.5
2549, Fiesta,2016,10500,Manual,7495,Petrol,0,65.7,1.0
2550, EcoSport,2015,8499,Manual,20000,Petrol,165,44.8,1.5
2551, Fiesta,2018,13000,Manual,11887,Petrol,145,58.9,1.0
2552, S-MAX,2015,12821,Manual,55271,Diesel,125,56.5,2.0
2553, Kuga,2017,13697,Manual,22096,Diesel,30,64.2,1.5
2554, Fiesta,2017,8700,Manual,20785,Petrol,0,65.7,1.0
2555, Mondeo,2016,13700,Automatic,36547,Diesel,125,57.7,2.0
2556, Grand C-MAX,2017,11498,Manual,15371,Petrol,30,54.3,1.0
2557, Focus,2016,10491,Manual,30970,Diesel,0,74.3,1.5
2558, Fiesta,2018,11000,Manual,16301,Petrol,145,56.5,1.0
2559, C-MAX,2015,8400,Manual,34670,Diesel,20,68.9,1.5
2560, Focus,2016,8591,Manual,43200,Diesel,0,74.3,1.5
2561, Focus,2019,16860,Manual,7100,Petrol,145,60.1,1.0
2562, S-MAX,2019,22979,Manual,8199,Petrol,145,33.6,1.5
2563, Focus,2014,6670,Manual,38792,Petrol,145,47.9,1.6
2564, Focus,2018,15475,Automatic,15751,Diesel,145,67.3,1.5
2565, Ka+,2018,7550,Manual,12010,Petrol,145,57.7,1.2
2566, Kuga,2017,12999,Manual,12843,Diesel,30,64.2,1.5
2567, Focus,2013,6120,Manual,64960,Petrol,145,47.9,1.6
2568, Mondeo,2016,11500,Semi-Auto,47273,Diesel,125,58.9,2.0
2569, Focus,2016,8125,Manual,46480,Petrol,20,61.4,1.0
2570, Focus,2018,13060,Manual,11710,Petrol,145,60.1,1.0
2571, Kuga,2018,17160,Manual,10267,Petrol,145,39.2,1.5
2572, EcoSport,2015,7995,Manual,33288,Petrol,125,52.3,1.0
2573, Focus,2017,16495,Manual,33770,Petrol,145,41.5,2.0
2574, Fiesta,2019,13300,Manual,4350,Petrol,145,56.5,1.0
2575, Kuga,2019,19998,Automatic,12030,Diesel,145,42.2,2.0
2576, Focus,2017,17798,Manual,11134,Diesel,145,67.3,2.0
2577, EcoSport,2017,9698,Manual,33005,Petrol,145,53.3,1.0
2578, Fiesta,2017,9998,Manual,5012,Petrol,150,65.7,1.0
2579, Fiesta,2017,11999,Manual,10395,Petrol,145,65.7,1.0
2580, Galaxy,2017,19995,Manual,20999,Diesel,125,56.5,2.0
2581, Focus,2019,19898,Automatic,4166,Diesel,145,64.2,2.0
2582, Kuga,2019,18500,Manual,2100,Diesel,150,38.2,2.0
2583, Fiesta,2017,10197,Manual,10152,Petrol,145,62.8,1.0
2584, Edge,2018,20995,Manual,17478,Diesel,145,48.7,2.0
2585, Fiesta,2016,7791,Manual,26985,Petrol,125,54.3,1.2
2586, Kuga,2019,17990,Manual,1050,Diesel,145,38.2,2.0
2587, Ka+,2016,7290,Manual,17898,Petrol,30,57.7,1.2
2588, Fiesta,2018,12139,Manual,11064,Petrol,145,62.8,1.0
2589, Fiesta,2017,10750,Manual,18363,Diesel,145,78.5,1.5
2590, Focus,2020,19480,Automatic,2,Diesel,145,67.3,1.5
2591, Focus,2017,18900,Manual,16000,Petrol,200,41.5,2.0
2592, Kuga,2017,16507,Manual,21184,Diesel,145,54.3,2.0
2593, Fiesta,2019,15995,Semi-Auto,9950,Petrol,145,48.7,1.0
2594, Kuga,2018,17995,Manual,12660,Diesel,145,54.3,1.5
2595, Kuga,2019,16499,Manual,16258,Diesel,145,38.2,2.0
2596, S-MAX,2016,15671,Manual,30457,Diesel,125,56.5,2.0
2597, EcoSport,2017,10975,Manual,23149,Petrol,145,53.3,1.0
2598, Fiesta,2019,13199,Manual,7343,Petrol,145,58.9,1.0
2599, Focus,2016,10291,Manual,25957,Diesel,0,74.3,1.5
2600, Fiesta,2018,11000,Manual,7452,Petrol,145,65.7,1.0
2601, Focus,2019,15940,Manual,6259,Diesel,145,80.7,1.5
2602, Kuga,2015,13590,Automatic,19673,Diesel,150,52.3,2.0
2603, Focus,2008,3000,Manual,91000,Petrol,160,51.4,1.0
2604, Kuga,2016,13499,Manual,38687,Diesel,145,54.3,2.0
2605, Focus,2015,10270,Manual,18653,Diesel,0,74.3,1.5
2606, Fiesta,2019,13140,Manual,2527,Petrol,145,48.7,1.1
2607, Fiesta,2014,8295,Manual,50496,Petrol,145,47.9,1.6
2608, Focus,2019,18520,Manual,9435,Petrol,145,50.4,1.5
2609, Fiesta,2013,5599,Manual,38321,Petrol,0,65.7,1.0
2610, Fiesta,2018,7899,Manual,30390,Petrol,145,64.2,1.1
2611, Focus,2018,11997,Manual,15332,Petrol,145,61.4,1.0
2612, Kuga,2016,15000,Manual,34248,Diesel,145,54.3,2.0
2613, EcoSport,2018,16499,Automatic,8000,Petrol,145,45.6,0.0
2614, Focus,2019,14695,Manual,13257,Petrol,145,58.9,1.0
2615, Ka+,2018,8800,Manual,6045,Petrol,145,47.9,1.2
2616, EcoSport,2017,9999,Manual,24130,Petrol,150,52.3,1.0
2617, Mondeo,2019,24995,Automatic,2567,Hybrid,135,46.3,2.0
2618, Galaxy,2017,20000,Manual,25183,Diesel,125,56.5,2.0
2619, Focus,2014,6800,Manual,53500,Petrol,30,56.5,1.0
2620, Fiesta,2014,8750,Manual,35315,Petrol,0,65.7,1.0
2621, EcoSport,2018,13000,Manual,11133,Diesel,145,68.9,1.5
2622, Kuga,2019,19595,Manual,14294,Petrol,145,39.2,1.5
2623, Fiesta,2018,11200,Semi-Auto,27301,Petrol,145,54.3,1.0
2624, Fiesta,2019,14295,Manual,6988,Petrol,145,65.7,1.0
2625, Fiesta,2018,12000,Manual,9553,Petrol,145,65.7,1.0
2626, Kuga,2018,16999,Manual,10435,Diesel,145,54.3,1.5
2627, Focus,2017,9347,Manual,35013,Diesel,145,74.3,1.5
2628, Focus,2018,14000,Manual,5614,Petrol,145,60.1,1.0
2629, Kuga,2018,16500,Automatic,26973,Diesel,145,54.3,2.0
2630, Fiesta,2018,12532,Manual,5089,Petrol,145,65.7,1.0
2631, Fiesta,2013,6900,Manual,52158,Petrol,0,65.7,1.0
2632, Kuga,2016,11300,Manual,29439,Diesel,125,60.1,2.0
2633, Kuga,2019,21200,Automatic,7858,Diesel,145,38.7,2.0
2634, Fiesta,2015,7777,Manual,7939,Petrol,30,54.3,1.2
2635, Focus,2018,18800,Manual,5087,Petrol,150,41.5,2.0
2636, Focus,2019,16500,Manual,2078,Petrol,145,51.4,1.5
2637, Fiesta,2010,2950,Manual,70000,Diesel,20,67.3,1.4
2638, Fiesta,2014,6289,Manual,40480,Petrol,30,54.3,1.2
2639, Mondeo,2015,10329,Manual,37114,Petrol,145,48.7,1.5
2640, Fiesta,2017,8750,Manual,44344,Petrol,150,65.7,1.0
2641, Fiesta,2017,9950,Manual,32482,Petrol,0,65.7,1.0
2642, Focus,2018,14495,Manual,17635,Petrol,145,58.9,1.0
2643, Kuga,2014,10899,Manual,42021,Diesel,160,47.9,2.0
2644, Kuga,2017,12097,Manual,31001,Diesel,30,64.2,1.5
2645, Fiesta,2018,12500,Manual,13000,Petrol,145,65.7,1.0
2646, Fiesta,2017,10500,Manual,3347,Petrol,0,65.7,1.0
2647, Fiesta,2016,6950,Manual,27098,Petrol,125,54.3,1.2
2648, EcoSport,2016,9599,Manual,8130,Petrol,125,53.3,1.0
2649, Focus,2019,17520,Manual,7562,Petrol,145,60.1,1.0
2650, Fiesta,2020,17298,Manual,4563,Petrol,145,54.3,1.0
2651, Kuga,2019,20495,Manual,50,Diesel,145,38.2,2.0
2652, Fiesta,2018,10491,Manual,8425,Petrol,145,65.7,1.0
2653, Fiesta,2015,8495,Manual,25000,Petrol,0,65.7,1.0
2654, Fiesta,2016,10295,Semi-Auto,8507,Petrol,0,57.7,1.0
2655, Fiesta,2020,16500,Manual,1500,Petrol,145,58.9,1.0
2656, Mustang,2017,29980,Automatic,24000,Petrol,150,23.5,5.0
2657, Fiesta,2018,11850,Manual,17224,Petrol,145,56.5,1.0
2658, Focus,2017,17503,Manual,22789,Petrol,145,41.5,2.0
2659, Fiesta,2018,10500,Manual,9535,Petrol,145,65.7,1.0
2660, Fiesta,2017,10990,Semi-Auto,17983,Petrol,150,54.3,1.0
2661, EcoSport,2019,18990,Semi-Auto,1592,Petrol,145,48.7,1.0
2662, B-MAX,2017,11298,Semi-Auto,1397,Petrol,165,44.1,1.6
2663, Fiesta,2019,11000,Manual,20277,Petrol,150,56.5,1.0
2664, Fiesta,2019,13200,Manual,6995,Petrol,145,58.9,1.0
2665, Focus,2019,17495,Manual,9080,Petrol,145,49.6,1.0
2666, Fiesta,2018,11500,Manual,2729,Petrol,145,58.9,1.0
2667, Focus,2017,12500,Manual,20668,Petrol,20,61.4,1.0
2668, Ka+,2017,8000,Manual,12164,Petrol,30,57.7,1.2
2669, Kuga,2019,19787,Manual,2770,Petrol,145,39.2,1.5
2670, Focus,2016,9990,Manual,25580,Diesel,0,74.3,1.5
2671, Focus,2018,13450,Manual,17897,Petrol,145,57.7,1.0
2672, Kuga,2016,11000,Manual,57740,Diesel,125,60.1,2.0
2673, Fiesta,2017,9598,Manual,14403,Petrol,145,64.2,1.1
2674, Fiesta,2017,7990,Manual,33699,Petrol,150,64.2,1.1
2675, Focus,2018,11250,Manual,16446,Petrol,145,60.1,1.0
2676, Fiesta,2018,9900,Manual,14825,Petrol,145,64.2,1.1
2677, Fiesta,2019,13030,Manual,3254,Petrol,145,48.7,1.1
2678, Focus,2017,12240,Automatic,15540,Petrol,145,46.3,1.5
2679, Ka+,2018,7799,Manual,8169,Petrol,145,57.7,1.2
2680, Fiesta,2019,17490,Manual,1220,Petrol,145,40.3,1.5
2681, Focus,2019,16997,Manual,6837,Petrol,150,60.1,1.0
2682, EcoSport,2017,9495,Manual,29000,Diesel,150,44.8,1.5
2683, C-MAX,2017,10500,Manual,22742,Diesel,20,68.9,1.5
2684, Fiesta,2018,11500,Manual,11000,Petrol,145,65.7,1.0
2685, Fiesta,2016,5850,Manual,66115,Diesel,0,78.5,1.5
2686, Fiesta,2017,10495,Manual,12955,Petrol,0,65.7,1.0
2687, Kuga,2015,10999,Manual,47528,Diesel,145,54.3,2.0
2688, Puma,2019,22000,Manual,578,Petrol,145,50.4,1.0
2689, Fiesta,2015,8100,Manual,26605,Petrol,0,65.7,1.0
2690, Fiesta,2017,10187,Manual,7987,Petrol,145,65.7,1.0
2691, EcoSport,2017,9591,Manual,21236,Petrol,145,52.3,1.0
2692, C-MAX,2017,11698,Manual,19608,Diesel,20,68.9,1.5
2693, Focus,2015,7500,Manual,53130,Petrol,20,61.4,1.0
2694, Edge,2017,21999,Manual,22000,Diesel,150,47.9,2.0
2695, Fiesta,2016,7998,Manual,29531,Petrol,125,54.3,1.2
2696, Kuga,2019,21590,Manual,6688,Diesel,145,39.2,2.0
2697, Kuga,2018,17998,Manual,13734,Petrol,145,39.2,1.5
2698, Ka+,2019,10250,Manual,6613,Petrol,150,47.9,1.2
2699, Focus,2016,13500,Manual,32643,Diesel,20,67.3,2.0
2700, Fiesta,2018,9900,Manual,31016,Petrol,145,56.5,1.0
2701, Kuga,2017,13495,Manual,37000,Petrol,160,45.6,1.5
2702, C-MAX,2017,11970,Manual,15952,Petrol,145,55.4,1.0
2703, Focus,2018,11800,Manual,25299,Diesel,145,74.3,1.5
2704, Focus,2012,5795,Manual,79094,Petrol,145,47.9,1.6
2705, Fiesta,2017,10200,Manual,23278,Petrol,150,65.7,1.0
2706, Fiesta,2019,16399,Semi-Auto,8227,Petrol,145,48.7,1.0
2707, Galaxy,2016,19998,Manual,11100,Diesel,125,56.5,2.0
2708, Ka+,2018,8995,Manual,6314,Petrol,145,47.9,1.2
2709, Fiesta,2019,11000,Manual,3617,Petrol,150,55.4,1.1
2710, Fiesta,2016,7995,Manual,27267,Petrol,125,54.3,1.2
2711, Focus,2017,10598,Manual,14212,Petrol,145,60.1,1.0
2712, C-MAX,2018,12890,Manual,12100,Diesel,145,58.9,1.5
2713, Kuga,2014,10950,Manual,40666,Diesel,160,47.9,2.0
2714, Fiesta,2019,14990,Manual,6591,Petrol,145,55.4,1.0
2715, Galaxy,2016,16500,Manual,24758,Diesel,125,56.5,2.0
2716, EcoSport,2019,17600,Automatic,2014,Petrol,145,45.6,1.0
2717, Fiesta,2018,10700,Manual,7579,Petrol,145,64.2,1.1
2718, Kuga,2015,11999,Manual,52645,Diesel,145,54.3,2.0
2719, Kuga,2017,15400,Manual,29004,Diesel,150,54.3,2.0
2720, Kuga,2015,11978,Manual,64494,Diesel,145,54.3,2.0
2721, Fiesta,2013,6995,Automatic,39000,Petrol,145,47.9,1.6
2722, Focus,2017,11995,Manual,13711,Petrol,20,60.1,1.0
2723, B-MAX,2017,10200,Manual,22314,Petrol,30,57.7,1.0
2724, Fiesta,2014,8679,Automatic,15749,Petrol,0,57.7,1.0
2725, B-MAX,2016,7690,Manual,27519,Diesel,0,74.3,1.5
2726, Kuga,2017,14698,Automatic,24799,Petrol,240,38.2,1.5
2727, Fiesta,2018,11250,Manual,20186,Petrol,145,56.5,1.0
2728, B-MAX,2017,12000,Manual,8589,Petrol,145,57.7,1.0
2729, Fiesta,2017,9700,Manual,7450,Petrol,150,64.2,1.1
2730, Fiesta,2018,9400,Manual,9682,Petrol,145,64.2,1.1
2731, Focus,2018,13250,Manual,7000,Petrol,145,57.7,1.0
2732, Kuga,2017,16000,Automatic,21467,Petrol,145,38.2,1.5
2733, Focus,2016,9990,Manual,14776,Petrol,20,61.4,1.0
2734, Fusion,2010,4750,Automatic,26588,Petrol,260,37.7,1.6
2735, Fiesta,2018,10498,Manual,9104,Petrol,150,55.4,1.1
2736, Fiesta,2017,10300,Manual,20914,Petrol,0,65.7,1.0
2737, Fiesta,2015,6750,Manual,11900,Petrol,125,54.3,1.2
2738, B-MAX,2016,9499,Automatic,12499,Petrol,165,44.1,1.6
2739, Ka+,2018,7950,Manual,5023,Petrol,145,57.7,1.2
2740, Ka+,2017,7750,Manual,22499,Petrol,145,57.7,1.2
2741, Kuga,2016,12000,Manual,24163,Petrol,160,45.6,1.5
2742, Kuga,2015,13499,Manual,36278,Diesel,150,54.3,2.0
2743, Fiesta,2018,11968,Manual,20288,Petrol,145,65.7,1.0
2744, Grand Tourneo Connect,2016,13000,Automatic,29000,Diesel,125,56.6,1.5
2745, Fiesta,2016,7790,Manual,54503,Petrol,0,65.7,1.0
2746, Puma,2020,19900,Manual,60,Petrol,150,51.4,1.0
2747, Fiesta,2018,10600,Manual,21300,Petrol,145,56.5,1.0
2748, Fiesta,2017,11000,Manual,24078,Petrol,145,65.7,1.0
2749, Focus,2017,27497,Manual,1973,Petrol,235,36.7,2.3
2750, Focus,2020,18490,Manual,1421,Petrol,145,49.6,1.0
2751, Focus,2017,9995,Manual,14716,Petrol,145,61.4,1.0
2752, Focus,2017,8900,Manual,46134,Petrol,145,60.1,1.0
2753, Focus,2018,13495,Manual,22279,Petrol,145,57.7,1.0
2754, Kuga,2018,17600,Manual,9127,Diesel,145,60.1,2.0
2755, S-MAX,2017,19800,Manual,19090,Diesel,125,51.4,2.0
2756, Fiesta,2016,6500,Manual,60587,Petrol,0,65.7,1.0
2757, Fiesta,2017,9560,Manual,5874,Petrol,145,65.7,1.0
2758, Focus,2018,12499,Manual,7732,Petrol,145,60.1,1.0
2759, Fiesta,2018,9679,Manual,10125,Petrol,145,65.7,1.0
2760, Focus,2017,11000,Manual,27530,Petrol,20,60.1,1.0
2761, Grand C-MAX,2017,11499,Manual,12172,Petrol,30,54.3,1.0
2762, Focus,2019,15995,Manual,8333,Petrol,145,58.9,1.0
2763, Mondeo,2016,11291,Manual,51139,Diesel,30,64.2,2.0
2764, Fiesta,2018,10795,Manual,13597,Petrol,145,55.4,1.1
2765, Grand Tourneo Connect,2019,19999,Manual,3500,Diesel,145,61.4,1.5
2766, EcoSport,2016,9495,Manual,26638,Petrol,160,44.8,1.5
2767, Kuga,2019,18000,Manual,4850,Diesel,145,47.9,2.0
2768, S-MAX,2017,15990,Manual,28115,Diesel,145,56.5,2.0
2769, Fiesta,2020,18000,Manual,25,Petrol,145,54.3,1.0
2770, Focus,2019,19160,Automatic,3418,Diesel,145,54.3,1.5
2771, Ka+,2017,7891,Manual,10150,Petrol,145,57.7,1.2
2772, Focus,2018,13950,Manual,22188,Petrol,150,57.7,1.0
2773, Focus,2017,11491,Manual,5178,Petrol,20,61.4,1.0
2774, Fiesta,2014,6698,Manual,38192,Petrol,0,65.7,1.0
2775, EcoSport,2017,10500,Manual,17176,Petrol,145,53.3,1.0
2776, Fiesta,2017,10500,Semi-Auto,19733,Petrol,145,47.9,1.6
2777, S-MAX,2017,13498,Manual,60200,Diesel,150,56.5,2.0
2778, EcoSport,2016,9389,Manual,24607,Petrol,125,52.3,1.0
2779, Focus,2019,16500,Manual,4591,Petrol,145,58.9,1.0
2780, Grand C-MAX,2015,8998,Manual,28359,Diesel,125,60.1,1.6
2781, Focus,2018,11800,Manual,25339,Diesel,145,74.3,1.5
2782, Fiesta,2018,10498,Manual,8163,Petrol,150,55.4,1.1
2783, Fiesta,2016,9699,Manual,10452,Petrol,20,62.8,1.0
2784, Focus,2012,6995,Manual,48734,Diesel,125,56.5,2.0
2785, Fiesta,2016,9295,Manual,36500,Diesel,0,78.5,1.5
2786, Fiesta,2019,11998,Manual,5478,Petrol,145,58.9,1.0
2787, C-MAX,2014,8295,Semi-Auto,40000,Diesel,160,50.4,2.0
2788, Focus,2016,8450,Manual,56022,Diesel,0,74.3,1.5
2789, Focus,2017,10399,Manual,38697,Petrol,145,61.4,1.0
2790, Ka+,2018,9495,Manual,3136,Petrol,145,47.9,1.2
2791, Fiesta,2017,7290,Manual,52530,Petrol,0,65.7,1.0
2792, Mondeo,2016,14690,Manual,9250,Diesel,30,62.8,2.0
2793, Edge,2017,22250,Manual,7721,Diesel,145,48.7,2.0
2794, Fiesta,2019,17440,Automatic,4980,Petrol,145,48.7,1.0
2795, Kuga,2019,18199,Manual,300,Diesel,145,38.2,2.0
2796, Kuga,2017,14380,Manual,11581,Diesel,145,64.2,1.5
2797, Kuga,2016,15000,Manual,18454,Diesel,145,54.3,2.0
2798, Kuga,2017,11200,Manual,46815,Diesel,30,64.2,1.5
2799, Kuga,2017,17000,Manual,12143,Diesel,145,60.1,2.0
2800, Fiesta,2017,9999,Manual,30060,Petrol,145,65.7,1.0
2801, Fiesta,2019,16500,Manual,918,Petrol,145,58.9,1.0
2802, Kuga,2019,18995,Manual,11399,Petrol,150,39.2,1.5
2803, Focus,2019,17520,Manual,6871,Petrol,145,60.1,1.0
2804, Ka+,2018,9995,Manual,5622,Petrol,150,47.9,1.2
2805, Fiesta,2017,8500,Manual,38139,Petrol,150,65.7,1.0
2806, Kuga,2017,16355,Manual,20400,Diesel,145,60.1,2.0
2807, Kuga,2019,23890,Semi-Auto,8123,Diesel,145,38.7,2.0
2808, Focus,2018,15500,Manual,17210,Petrol,145,60.1,1.0
2809, Mondeo,2016,10000,Manual,27127,Diesel,30,65.7,1.5
2810, Fiesta,2018,10295,Manual,13800,Petrol,150,65.7,1.0
2811, Fiesta,2018,10489,Manual,11704,Petrol,150,65.7,1.0
2812, Focus,2018,18389,Manual,19000,Petrol,145,67.3,0.0
2813, Fiesta,2018,9671,Manual,8131,Petrol,145,64.2,1.1
2814, Fiesta,2019,15200,Manual,7809,Petrol,145,58.9,1.0
2815, Fusion,2009,2491,Manual,86022,Petrol,205,43.5,1.4
2816, Mondeo,2015,9999,Manual,44419,Diesel,0,78.5,1.5
2817, Fiesta,2018,17495,Manual,11092,Petrol,150,40.3,1.5
2818, Kuga,2019,22500,Manual,5398,Diesel,150,37.7,2.0
2819, Focus,2019,17200,Manual,6984,Diesel,145,61.4,1.5
2820, Kuga,2018,16899,Manual,14680,Diesel,145,54.3,2.0
2821, EcoSport,2019,16999,Manual,600,Petrol,145,51.4,1.0
2822, Fiesta,2018,11699,Manual,16175,Petrol,145,65.7,1.0
2823, Focus,2019,17991,Manual,4976,Petrol,150,60.1,1.0
2824, Ka+,2018,8491,Manual,3482,Petrol,145,57.7,1.2
2825, EcoSport,2018,12973,Manual,23000,Petrol,145,54.3,0.0
2826, B-MAX,2016,9500,Manual,18755,Diesel,0,74.4,1.5
2827, Focus,2015,6995,Manual,77451,Diesel,20,67.3,1.6
2828, Fiesta,2017,9999,Manual,26250,Petrol,150,65.7,1.0
2829, Focus,2019,19950,Automatic,7142,Diesel,145,64.2,2.0
2830, Fiesta,2017,9280,Manual,10599,Petrol,145,64.2,1.1
2831, Fiesta,2019,15510,Semi-Auto,1973,Petrol,150,48.7,1.0
2832, Kuga,2018,13995,Manual,11643,Diesel,150,54.3,1.5
2833, Kuga,2019,17800,Manual,16691,Petrol,145,35.3,1.5
2834, Fiesta,2016,9695,Manual,25146,Petrol,0,65.7,1.0
2835, Fiesta,2017,9670,Manual,17066,Petrol,150,65.7,1.0
2836, Fiesta,2018,10499,Manual,34683,Petrol,145,65.7,1.0
2837, Fiesta,2017,10290,Semi-Auto,24032,Petrol,0,57.7,1.0
2838, Focus,2018,18500,Manual,5297,Diesel,145,57.7,1.5
2839, Focus,2017,9998,Manual,22001,Petrol,20,60.1,1.0
2840, Focus,2018,13990,Manual,9770,Petrol,145,58.9,1.0
2841, Fiesta,2019,12920,Manual,4520,Petrol,145,48.7,1.1
2842, Edge,2017,17295,Manual,38778,Diesel,160,48.7,2.0
2843, Focus,2014,6701,Manual,50000,Diesel,0,76.4,1.6
2844, Kuga,2018,15999,Manual,21688,Diesel,145,54.3,1.5
2845, Galaxy,2017,14995,Manual,50565,Diesel,150,56.5,2.0
2846, C-MAX,2019,16995,Manual,20,Diesel,145,60.1,1.5
2847, Fiesta,2017,10800,Manual,16959,Petrol,145,62.8,1.0
2848, Fiesta,2017,7350,Manual,18504,Petrol,125,54.3,1.2
2849, Focus,2008,2295,Manual,81000,Diesel,145,54.3,1.8
2850, Fiesta,2019,15499,Manual,8971,Petrol,145,55.4,1.0
2851, Focus,2019,18000,Manual,9500,Petrol,145,46.3,1.5
2852, Focus,2016,10300,Manual,23260,Diesel,0,74.3,1.5
2853, C-MAX,2017,8750,Manual,41655,Diesel,20,68.9,1.5
2854, Focus,2018,13989,Automatic,16064,Petrol,145,51.4,1.0
2855, Focus,2015,7700,Manual,47192,Diesel,20,67.3,1.6
2856, EcoSport,2017,10400,Manual,15500,Petrol,150,53.3,1.0
2857, Focus,2014,6936,Manual,71250,Diesel,0,74.3,1.5
2858, Fiesta,2016,7175,Manual,40003,Petrol,20,62.8,1.0
2859, Kuga,2014,10497,Manual,43068,Diesel,145,53.3,2.0
2860, Focus,2016,10250,Manual,29705,Petrol,20,60.1,1.0
2861, Fiesta,2014,5491,Manual,60259,Petrol,30,54.3,1.2
2862, Kuga,2017,15299,Manual,14710,Diesel,145,60.1,2.0
2863, Fiesta,2017,11291,Semi-Auto,19253,Petrol,0,57.7,1.0
2864, Focus,2019,27200,Manual,4288,Petrol,145,34.5,2.3
2865, Fiesta,2014,7698,Manual,22384,Petrol,0,65.7,1.0
2866, Focus,2020,16975,Automatic,293,Diesel,145,54.3,1.5
2867, Fiesta,2015,8495,Manual,12734,Petrol,125,54.3,1.2
2868, Kuga,2019,20499,Manual,20062,Diesel,145,38.2,2.0
2869, C-MAX,2013,5250,Manual,94825,Petrol,30,55.4,1.0
2870, Focus,2019,18250,Automatic,9996,Diesel,145,74.3,1.5
2871, Kuga,2015,13495,Manual,37000,Diesel,145,54.3,2.0
2872, Fiesta,2019,13998,Manual,7512,Petrol,145,58.9,1.0
2873, Focus,2018,13500,Manual,25535,Diesel,150,74.3,1.5
2874, Fiesta,2017,8500,Manual,12224,Petrol,145,54.3,1.2
2875, EcoSport,2019,15625,Semi-Auto,6797,Petrol,150,45.6,1.0
2876, Focus,2019,17999,Automatic,1480,Diesel,145,64.2,2.0
2877, C-MAX,2016,9500,Manual,21844,Petrol,30,55.4,1.0
2878, Kuga,2019,23295,Manual,1984,Diesel,145,37.7,2.0
2879, KA,2016,6600,Manual,19065,Petrol,30,57.7,1.2
2880, Focus,2017,12250,Manual,12548,Petrol,145,61.4,1.0
2881, Kuga,2019,17990,Manual,12666,Diesel,145,47.9,2.0
2882, EcoSport,2015,7599,Manual,31433,Petrol,125,53.3,1.0
2883, Fiesta,2018,10000,Manual,12618,Petrol,145,64.2,1.1
2884, Focus,2018,17400,Manual,19000,Petrol,145,41.5,2.0
2885, KA,2015,5295,Manual,36742,Petrol,30,57.7,1.2
2886, Kuga,2019,21295,Semi-Auto,3214,Diesel,145,42.2,2.0
2887, Kuga,2015,14171,Manual,20760,Diesel,145,54.3,2.0
2888, Fiesta,2018,14350,Manual,9269,Diesel,145,88.3,1.5
2889, Mondeo,2018,12890,Manual,27856,Diesel,145,47.1,2.0
2890, Focus,2017,10099,Manual,28099,Diesel,0,74.3,1.5
2891, Focus,2017,11200,Manual,15410,Diesel,145,74.3,1.5
2892, Grand C-MAX,2018,14750,Manual,4850,Petrol,145,47.1,1.0
2893, Focus,2013,5391,Manual,65824,Petrol,150,47.9,1.6
2894, Kuga,2017,15498,Manual,23763,Diesel,145,54.3,2.0
2895, Focus,2019,16995,Manual,8720,Diesel,145,80.7,1.5
2896, Focus,2016,10795,Manual,15047,Petrol,20,60.1,1.0
