,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
1341, Fabia,2017,7499,Manual,41144,Petrol,145,64.2,1.0
1342, Fabia,2018,12490,Semi-Auto,5452,Petrol,150,61.4,1.0
1343, Fabia,2017,7559,Manual,25985,Petrol,150,64.2,1.0
1344, Fabia,2016,9995,Manual,25503,Petrol,20,58.9,1.2
1345, Citigo,2019,10995,Manual,2815,Petrol,145,67.3,1.0
1346, Fabia,2019,13490,Manual,3300,Petrol,145,50.4,1.0
1347, Citigo,2017,6137,Manual,27496,Petrol,150,64.2,1.0
1348, Citigo,2018,7495,Manual,10924,Petrol,145,64.2,1.0
1349, Superb,2019,28920,Semi-Auto,1718,Diesel,145,54.3,2.0
1350, Superb,2019,18798,Semi-Auto,14757,Diesel,145,62.8,2.0
1351, Rapid,2018,8950,Manual,17200,Petrol,145,62.8,1.0
1352, Octavia,2017,13495,Semi-Auto,13000,Petrol,145,57.7,1.5
1353, Fabia,2018,9490,Manual,5294,Petrol,145,57.7,1.0
1354, Fabia,2016,8495,Manual,27774,Petrol,20,60.1,1.2
1355, Octavia,2013,7999,Semi-Auto,52996,Diesel,30,62.8,2.0
1356, Citigo,2017,6995,Manual,17916,Petrol,145,64.2,1.0
1357, Citigo,2018,7895,Manual,14944,Petrol,145,65.7,1.0
1358, Octavia,2019,15495,Semi-Auto,9521,Diesel,145,70.6,1.6
1359, Superb,2019,18895,Manual,4806,Petrol,145,40.9,1.5
1360, Fabia,2017,8995,Manual,18053,Petrol,20,58.8,1.2
1361, Kodiaq,2019,31001,Automatic,6069,Diesel,145,37.2,2.0
1362, Kodiaq,2019,22900,Manual,13,Petrol,150,38.2,1.5
1363, Kodiaq,2019,21798,Automatic,15113,Petrol,150,34.0,1.5
1364, Octavia,2019,12990,Manual,13797,Diesel,145,68.9,1.6
1365, Superb,2019,23485,Semi-Auto,11978,Petrol,145,38.2,2.0
1366, Kamiq,2019,19950,Manual,2500,Petrol,145,47.9,1.0
1367, Octavia,2019,12650,Manual,14647,Diesel,145,68.9,1.6
1368, Kodiaq,2019,30061,Manual,56,Diesel,145,52.3,2.0
1369, Superb,2019,27240,Automatic,8808,Petrol,145,32.5,2.0
1370, Karoq,2019,18995,Manual,4365,Petrol,145,43.5,1.0
1371, Rapid,2017,8495,Manual,50000,Diesel,145,74.3,1.6
1372, Octavia,2019,24990,Automatic,3955,Diesel,145,44.1,2.0
1373, Fabia,2018,10795,Manual,9270,Petrol,145,60.1,1.0
1374, Octavia,2018,16775,Manual,28828,Diesel,145,56.5,2.0
1375, Fabia,2019,12250,Manual,5036,Petrol,145,61.4,1.0
1376, Fabia,2017,8750,Manual,5346,Petrol,20,60.1,1.2
1377, Fabia,2019,13490,Semi-Auto,10165,Petrol,145,60.1,1.0
1378, Fabia,2013,7600,Manual,18500,Petrol,125,53.3,1.2
1379, Yeti Outdoor,2016,11490,Manual,61440,Diesel,145,55.4,2.0
1380, Octavia,2018,14490,Manual,9000,Petrol,145,55.4,1.5
1381, Scala,2020,17995,Semi-Auto,1000,Diesel,145,54.3,1.6
1382, Octavia,2017,12490,Manual,16040,Petrol,145,54.3,1.4
1383, Fabia,2019,11980,Manual,14548,Petrol,145,61.4,1.0
1384, Superb,2019,17990,Manual,8335,Petrol,150,40.9,1.5
1385, Octavia,2018,13995,Semi-Auto,20931,Petrol,150,57.7,1.5
1386, Fabia,2019,11999,Semi-Auto,11988,Petrol,145,60.1,1.0
1387, Scala,2019,19995,Semi-Auto,3030,Petrol,150,44.8,1.5
1388, Fabia,2016,7290,Manual,14000,Petrol,20,58.8,1.0
1389, Kodiaq,2018,22498,Automatic,17849,Petrol,145,44.8,1.4
1390, Yeti,2016,11995,Semi-Auto,29089,Petrol,125,51.4,1.2
1391, Citigo,2014,4698,Manual,54917,Petrol,20,62.8,1.0
1392, Octavia,2020,20995,Semi-Auto,1000,Diesel,145,70.6,1.6
1393, Fabia,2017,10495,Semi-Auto,19385,Petrol,150,60.1,1.2
1394, Yeti Outdoor,2015,10550,Manual,28039,Diesel,200,47.9,2.0
1395, Octavia,2019,24995,Automatic,3000,Petrol,145,38.2,2.0
1396, Fabia,2017,10185,Semi-Auto,16934,Petrol,145,60.1,1.2
1397, Fabia,2020,13999,Manual,3000,Petrol,145,51.4,1.0
1398, Kodiaq,2020,32990,Automatic,1007,Diesel,145,39.2,2.0
1399, Octavia,2017,10700,Manual,38552,Petrol,150,55.4,0.0
1400, Superb,2019,25920,Semi-Auto,4501,Petrol,145,38.2,2.0
1401, Kodiaq,2017,26495,Automatic,20101,Petrol,145,38.2,2.0
1402, Fabia,2020,13495,Manual,500,Petrol,145,51.4,1.0
1403, Fabia,2017,7485,Manual,5264,Petrol,150,57.7,1.0
1404, Superb,2017,18290,Automatic,18417,Diesel,145,61.4,2.0
1405, Karoq,2018,17250,Manual,7344,Petrol,145,40.4,1.0
1406, Karoq,2019,22000,Manual,18122,Diesel,150,42.8,2.0
1407, Octavia,2019,23998,Semi-Auto,50,Petrol,145,47.9,2.0
1408, Rapid,2014,6016,Manual,47989,Petrol,125,52.3,1.2
1409, Octavia,2019,15990,Manual,6240,Petrol,145,50.4,1.0
1410, Octavia,2011,4893,Automatic,80000,Diesel,125,60.1,1.6
1411, Octavia,2019,18000,Semi-Auto,5985,Diesel,150,64.2,2.0
1412, Octavia,2019,19995,Semi-Auto,7054,Petrol,145,47.9,2.0
1413, Scala,2019,21501,Semi-Auto,5900,Diesel,145,54.3,1.6
1414, Octavia,2017,11490,Manual,18328,Diesel,145,68.9,1.6
1415, Citigo,2018,7800,Manual,19001,Petrol,145,64.2,1.0
1416, Fabia,2017,7990,Manual,28582,Petrol,20,60.1,1.2
1417, Superb,2017,12990,Manual,50093,Diesel,20,68.9,2.0
1418, Superb,2017,17990,Manual,17250,Diesel,150,64.2,2.0
1419, Fabia,2019,8490,Manual,5711,Petrol,145,57.7,1.0
1420, Scala,2020,18245,Manual,1309,Diesel,145,57.7,1.6
1421, Superb,2016,13600,Automatic,35869,Diesel,125,61.4,2.0
1422, Superb,2016,9799,Manual,88505,Diesel,20,68.9,2.0
1423, Karoq,2019,25999,Automatic,4000,Petrol,145,41.5,1.5
1424, Octavia,2018,12995,Manual,16693,Petrol,145,57.7,1.5
1425, Kamiq,2019,17150,Manual,1000,Petrol,145,47.9,1.0
1426, Fabia,2019,12902,Manual,4200,Petrol,145,57.7,1.0
1427, Fabia,2018,7300,Manual,2725,Petrol,145,57.7,1.0
1428, Fabia,2017,8995,Manual,15750,Petrol,145,60.1,1.2
1429, Octavia,2015,12990,Manual,36078,Diesel,30,61.4,2.0
1430, Scala,2019,14995,Manual,5703,Diesel,145,57.7,1.6
1431, Kodiaq,2017,24000,Automatic,24865,Petrol,145,38.2,2.0
1432, Fabia,2019,9295,Manual,5078,Petrol,145,57.7,1.0
1433, Octavia,2018,13498,Manual,15537,Diesel,145,67.3,1.6
1434, Superb,2020,31995,Semi-Auto,100,Petrol,145,30.1,2.0
1435, Superb,2016,13491,Automatic,4625,Petrol,30,55.4,1.4
1436, Citigo,2016,5990,Manual,27514,Petrol,20,62.8,1.0
1437, Octavia,2012,7995,Manual,65900,Diesel,160,49.6,2.0
1438, Fabia,2018,9295,Manual,27754,Petrol,145,64.2,1.0
1439, Kamiq,2019,16895,Manual,2678,Petrol,145,49.6,1.0
1440, Scala,2019,14995,Manual,3431,Petrol,150,49.6,1.0
1441, Kodiaq,2019,27950,Automatic,4142,Diesel,145,39.2,2.0
1442, Superb,2016,13490,Manual,46125,Diesel,20,68.9,2.0
1443, Yeti Outdoor,2016,11498,Manual,19212,Diesel,30,62.8,2.0
1444, Rapid,2017,8495,Semi-Auto,33558,Petrol,150,58.9,1.4
1445, Fabia,2018,9298,Manual,10012,Petrol,145,57.7,1.0
1446, Octavia,2019,14995,Manual,13389,Petrol,145,55.4,1.5
1447, Octavia,2017,9695,Manual,59023,Diesel,20,72.4,1.6
1448, Superb,2019,21990,Semi-Auto,2581,Petrol,145,36.7,1.5
1449, Yeti Outdoor,2017,14000,Semi-Auto,26067,Petrol,125,51.4,1.2
1450, Rapid,2014,5890,Manual,29000,Diesel,30,64.2,1.6
1451, Superb,2016,10798,Manual,85360,Diesel,0,76.4,1.6
1452, Octavia,2019,14995,Manual,8381,Diesel,145,68.9,1.6
1453, Octavia,2019,16995,Manual,8513,Diesel,145,55.4,2.0
1454, Fabia,2019,14000,Automatic,8193,Petrol,150,60.1,1.0
1455, Superb,2019,22495,Automatic,6000,Diesel,145,47.9,1.6
1456, Yeti Outdoor,2017,13825,Automatic,27264,Petrol,125,51.4,1.2
1457, Octavia,2018,12998,Manual,28386,Diesel,150,67.3,1.6
1458, Octavia,2019,19698,Semi-Auto,10,Petrol,145,47.9,2.0
1459, Superb,2019,21460,Manual,6168,Petrol,145,40.9,1.5
1460, Kodiaq,2019,28999,Automatic,9587,Diesel,145,37.2,2.0
1461, Octavia,2016,8995,Manual,37491,Petrol,30,55.4,1.4
1462, Fabia,2018,9990,Manual,24154,Petrol,150,64.2,1.0
1463, Kodiaq,2018,20490,Automatic,27000,Petrol,150,44.8,1.4
1464, Kodiaq,2019,23000,Manual,15,Petrol,150,38.2,1.5
1465, Citigo,2016,5690,Manual,36969,Petrol,20,62.8,1.0
1466, Superb,2020,23495,Semi-Auto,111,Diesel,150,53.3,2.0
1467, Karoq,2019,24991,Manual,3421,Diesel,150,42.8,2.0
1468, Citigo,2016,5999,Manual,21747,Petrol,20,62.8,1.0
1469, Octavia,2016,12498,Manual,18600,Diesel,20,68.9,2.0
1470, Fabia,2017,8999,Manual,19300,Petrol,20,60.1,1.2
1471, Fabia,2019,9240,Manual,10573,Petrol,150,57.7,1.0
1472, Octavia,2017,15990,Manual,18250,Petrol,150,43.5,2.0
1473, Superb,2016,14290,Manual,39460,Diesel,20,67.3,2.0
1474, Superb,2019,27990,Semi-Auto,5091,Petrol,145,38.2,2.0
1475, Yeti Outdoor,2017,14990,Semi-Auto,12215,Petrol,150,51.4,1.2
1476, Karoq,2019,20750,Automatic,8495,Diesel,145,62.8,1.6
1477, Fabia,2017,7795,Manual,19601,Petrol,145,60.1,1.2
1478, Fabia,2016,7999,Manual,44148,Petrol,20,60.1,1.2
1479, Superb,2018,15298,Manual,34108,Diesel,150,64.2,1.6
1480, Octavia,2014,7498,Manual,53142,Diesel,20,68.9,2.0
1481, Fabia,2016,10850,Semi-Auto,20740,Petrol,20,60.1,1.2
1482, Fabia,2016,6995,Manual,55000,Petrol,20,60.1,1.2
1483, Octavia,2019,13890,Manual,12834,Diesel,150,67.3,1.6
1484, Superb,2016,19995,Automatic,8047,Diesel,145,56.5,2.0
1485, Fabia,2018,8998,Manual,28916,Petrol,145,57.7,1.0
1486, Yeti Outdoor,2015,11995,Manual,26000,Diesel,145,55.4,2.0
1487, Scala,2020,15895,Semi-Auto,3263,Petrol,145,47.1,1.0
1488, Fabia,2016,10700,Manual,9737,Petrol,20,58.9,1.2
1489, Yeti,2017,11790,Semi-Auto,29843,Petrol,125,51.4,1.2
1490, Fabia,2019,12991,Manual,3359,Petrol,145,50.4,1.0
1491, Fabia,2017,8995,Manual,19000,Petrol,145,64.2,1.0
1492, Fabia,2016,8770,Manual,44854,Petrol,20,60.1,1.2
1493, Yeti Outdoor,2017,12490,Manual,24501,Petrol,145,51.4,1.2
1494, Octavia,2018,19000,Automatic,15000,Petrol,150,44.1,2.0
1495, Superb,2016,15770,Manual,50041,Diesel,20,67.3,2.0
1496, Yeti Outdoor,2017,13000,Manual,18480,Petrol,145,51.4,1.2
1497, Octavia,2019,23995,Automatic,4500,Diesel,145,44.1,2.0
1498, Karoq,2018,18950,Automatic,21445,Diesel,145,62.8,1.6
1499, Fabia,2017,9919,Manual,10988,Petrol,150,64.2,1.0
1500, Karoq,2019,23850,Manual,7250,Diesel,145,42.8,2.0
1501, Fabia,2017,8490,Manual,25042,Petrol,20,60.1,1.2
1502, Fabia,2017,8995,Manual,5195,Petrol,20,58.8,1.2
1503, Fabia,2017,12795,Semi-Auto,27929,Petrol,145,61.4,1.0
1504, Fabia,2019,9795,Manual,10594,Petrol,145,57.7,1.0
1505, Octavia,2017,10200,Manual,40861,Petrol,30,55.4,1.4
1506, Citigo,2016,5695,Manual,30728,Petrol,20,62.8,1.0
1507, Citigo,2013,5990,Manual,36845,Petrol,20,62.8,1.0
1508, Fabia,2019,11795,Manual,11249,Petrol,150,61.4,1.0
1509, Octavia,2016,9298,Manual,51000,Diesel,20,70.6,2.0
1510, Superb,2019,25000,Automatic,2487,Diesel,145,48.7,2.0
1511, Citigo,2015,6495,Manual,25869,Petrol,0,67.3,1.0
1512, Fabia,2014,6510,Manual,29665,Petrol,125,53.3,1.2
1513, Fabia,2018,9899,Manual,13621,Petrol,145,64.2,1.0
1514, Yeti Outdoor,2017,13618,Semi-Auto,39885,Diesel,160,51.4,2.0
1515, Citigo,2016,6295,Manual,30055,Petrol,20,62.8,1.0
1516, Citigo,2017,6946,Manual,22242,Petrol,150,68.9,1.0
1517, Yeti Outdoor,2016,12147,Semi-Auto,17672,Petrol,125,51.4,1.2
1518, Citigo,2017,6490,Manual,21098,Petrol,145,64.2,1.0
1519, Karoq,2019,18850,Automatic,4935,Diesel,145,62.8,1.6
1520, Octavia,2011,3640,Manual,67000,Petrol,145,49.6,1.2
1521, Scala,2020,22499,Manual,642,Diesel,145,57.7,1.6
1522, Octavia,2018,13990,Semi-Auto,7005,Petrol,145,57.7,1.4
1523, Superb,2016,8392,Manual,138000,Diesel,20,68.9,2.0
1524, Kamiq,2019,19899,Automatic,5000,Petrol,145,44.1,1.5
1525, Kodiaq,2017,23685,Automatic,29889,Petrol,150,38.2,2.0
1526, Superb,2018,17491,Semi-Auto,14110,Petrol,150,53.3,1.4
1527, Octavia,2019,19995,Manual,316,Petrol,145,36.7,2.0
1528, Yeti Outdoor,2017,13410,Semi-Auto,34675,Petrol,125,51.4,1.2
1529, Octavia,2017,10990,Manual,48979,Diesel,0,74.3,1.6
1530, Octavia,2016,10650,Manual,19461,Diesel,0,74.3,1.6
1531, Yeti Outdoor,2017,13922,Semi-Auto,11373,Petrol,150,51.4,1.2
1532, Citigo,2018,8491,Automatic,17028,Petrol,145,65.7,1.0
1533, Citigo,2017,7295,Automatic,2000,Petrol,145,65.7,1.0
1534, Octavia,2019,13250,Automatic,17750,Diesel,145,72.4,1.6
1535, Fabia,2019,11950,Manual,4025,Petrol,145,51.4,1.0
1536, Octavia,2017,9350,Manual,25037,Petrol,20,62.8,1.0
1537, Fabia,2019,13950,Manual,4478,Petrol,145,60.1,1.0
1538, Citigo,2018,8700,Automatic,2343,Petrol,145,65.7,1.0
1539, Yeti Outdoor,2017,12895,Semi-Auto,24929,Petrol,125,51.4,1.2
1540, Octavia,2014,10000,Manual,30479,Diesel,0,74.3,1.6
1541, Yeti Outdoor,2017,14997,Semi-Auto,16667,Petrol,125,51.4,1.2
1542, Superb,2016,8391,Manual,108000,Diesel,20,67.3,1.6
1543, Yeti Outdoor,2017,13490,Semi-Auto,25499,Petrol,150,51.4,1.2
1544, Superb,2019,21880,Automatic,54,Diesel,145,62.8,2.0
1545, Citigo,2017,6791,Manual,25616,Petrol,150,64.2,1.0
1546, Fabia,2009,3295,Manual,79000,Petrol,150,47.9,1.2
1547, Octavia,2018,12499,Manual,7348,Diesel,145,67.3,1.6
1548, Octavia,2019,20985,Semi-Auto,3507,Petrol,145,47.9,2.0
1549, Fabia,2017,10195,Manual,16269,Petrol,20,60.1,1.2
1550, Kodiaq,2018,17790,Manual,23780,Petrol,145,40.9,1.4
1551, Octavia,2018,13750,Manual,21000,Petrol,145,58.9,1.0
1552, Roomster,2011,4495,Automatic,56000,Petrol,145,49.6,1.2
1553, Kodiaq,2019,31750,Automatic,17531,Diesel,145,35.3,2.0
1554, Octavia,2009,2495,Manual,107038,Diesel,125,53.3,1.9
1555, Fabia,2017,7995,Manual,20387,Petrol,145,64.2,1.0
1556, Yeti Outdoor,2017,13498,Semi-Auto,20020,Petrol,125,51.4,1.2
1557, Fabia,2019,9480,Manual,6114,Petrol,145,57.7,1.0
1558, Fabia,2017,7499,Manual,28500,Petrol,20,60.1,1.2
1559, Fabia,2018,12950,Manual,6000,Petrol,145,60.1,1.0
1560, Octavia,2017,13495,Semi-Auto,9945,Petrol,145,58.9,1.0
1561, Fabia,2018,10350,Manual,13988,Petrol,145,64.2,1.0
1562, Fabia,2016,7877,Manual,25059,Petrol,20,60.1,1.2
1563, Fabia,2018,10550,Manual,17082,Petrol,145,64.2,1.0
1564, Fabia,2017,8495,Manual,29876,Petrol,145,60.1,1.2
1565, Kodiaq,2018,23990,Automatic,10642,Petrol,145,44.8,1.4
1566, Fabia,2017,10477,Automatic,15781,Petrol,150,60.1,1.2
1567, Superb,2017,15500,Manual,30319,Diesel,145,65.7,2.0
1568, Yeti Outdoor,2016,10995,Manual,38200,Diesel,30,62.8,2.0
1569, Fabia,2017,8890,Manual,19810,Petrol,20,60.1,1.2
1570, Superb,2019,17798,Manual,13645,Diesel,145,65.7,2.0
1571, Citigo,2019,9237,Manual,3600,Petrol,145,65.7,1.0
1572, Octavia,2019,19990,Automatic,7220,Diesel,145,45.6,2.0
1573, Yeti Outdoor,2016,12500,Manual,38400,Diesel,145,55.4,2.0
1574, Fabia,2019,12495,Manual,1000,Petrol,145,60.1,1.0
1575, Superb,2018,19995,Semi-Auto,6667,Petrol,145,36.7,1.5
1576, Superb,2016,9399,Manual,40622,Diesel,20,68.9,1.6
1577, Octavia,2018,17980,Manual,8072,Petrol,150,43.5,2.0
1578, Fabia,2019,8999,Manual,8921,Petrol,150,57.7,1.0
1579, Kodiaq,2018,19725,Manual,27230,Diesel,145,52.3,2.0
1580, Octavia,2019,14400,Semi-Auto,12746,Petrol,150,57.7,1.0
1581, Superb,2019,26550,Automatic,3352,Diesel,145,42.8,2.0
1582, Kamiq,2020,22295,Semi-Auto,1294,Diesel,145,53.3,1.6
1583, Karoq,2020,27186,Automatic,2412,Diesel,145,62.8,1.6
1584, Octavia,2017,9990,Manual,36877,Diesel,0,74.3,1.6
1585, Fabia,2018,9950,Manual,8210,Petrol,145,57.7,1.0
1586, Fabia,2018,8895,Manual,20894,Petrol,150,64.2,1.0
1587, Octavia,2019,13498,Manual,14385,Petrol,145,60.1,1.0
1588, Citigo,2017,7490,Manual,20047,Petrol,150,68.9,1.0
1589, Kamiq,2019,16991,Manual,458,Petrol,150,49.6,1.0
1590, Karoq,2018,16495,Manual,14432,Diesel,145,61.4,1.6
1591, Yeti Outdoor,2017,11795,Manual,23773,Diesel,30,62.8,2.0
1592, Superb,2016,8391,Manual,108000,Diesel,20,67.3,1.6
1593, Octavia,2014,10168,Automatic,61811,Diesel,125,56.5,2.0
1594, Superb,2019,23995,Automatic,5938,Diesel,145,62.8,2.0
1595, Octavia,2014,11995,Manual,65165,Diesel,30,61.4,2.0
1596, Octavia,2016,12995,Manual,26000,Diesel,30,64.2,2.0
1597, Scala,2020,17950,Manual,1000,Petrol,145,49.6,1.0
1598, Fabia,2016,7000,Manual,29089,Petrol,20,58.8,1.0
1599, Citigo,2016,7600,Manual,18565,Petrol,0,67.3,1.0
1600, Octavia,2009,2750,Automatic,241565,Diesel,185,47.9,1.9
1601, Yeti,2017,12650,Automatic,12000,Petrol,145,51.4,1.2
1602, Octavia,2016,10995,Manual,31000,Diesel,0,72.4,1.6
1603, Fabia,2018,10490,Manual,15623,Petrol,145,64.2,1.0
1604, Scala,2019,15999,Manual,4538,Petrol,150,49.6,1.0
1605, Kodiaq,2019,29495,Automatic,1584,Petrol,150,31.4,2.0
1606, Kamiq,2019,19990,Manual,2500,Petrol,145,47.1,1.0
1607, Superb,2016,16998,Manual,26723,Diesel,20,67.3,2.0
1608, Superb,2019,18740,Manual,7832,Petrol,150,40.9,1.5
1609, Octavia,2019,12999,Manual,15881,Diesel,145,68.9,1.6
1610, Octavia,2018,11300,Manual,30212,Petrol,145,57.7,1.5
1611, Superb,2018,16195,Manual,19814,Diesel,145,65.7,2.0
1612, Octavia,2019,19991,Semi-Auto,9217,Petrol,150,44.1,1.5
1613, Superb,2019,18995,Manual,13500,Diesel,145,64.2,2.0
1614, Kodiaq,2019,26450,Manual,2272,Diesel,145,52.3,2.0
1615, Fabia,2018,9298,Manual,8680,Petrol,145,57.7,1.0
1616, Kamiq,2019,19450,Automatic,124,Petrol,145,44.1,1.5
1617, Superb,2019,18995,Automatic,7500,Petrol,145,36.7,1.5
1618, Octavia,2019,13495,Manual,14408,Petrol,145,60.1,1.0
1619, Octavia,2019,13490,Automatic,2997,Petrol,145,61.4,1.0
1620, Octavia,2008,2495,Manual,104273,Diesel,145,53.3,1.9
1621, Octavia,2019,13490,Semi-Auto,16045,Petrol,145,61.4,1.0
1622, Kodiaq,2019,23990,Automatic,18,Diesel,145,45.6,2.0
1623, Citigo,2017,5995,Manual,22174,Petrol,20,64.2,1.0
1624, Kodiaq,2019,29990,Automatic,2435,Petrol,150,31.4,2.0
1625, Karoq,2018,18700,Manual,20506,Petrol,145,53.3,1.0
1626, Fabia,2017,8995,Manual,21000,Petrol,145,60.1,1.2
1627, Superb,2019,18580,Semi-Auto,1000,Diesel,145,50.4,1.6
1628, Fabia,2017,12000,Semi-Auto,13082,Petrol,20,60.1,1.2
1629, Karoq,2019,21000,Automatic,4354,Diesel,145,62.8,1.6
1630, Citigo,2012,5500,Manual,11136,Petrol,0,67.3,1.0
1631, Citigo,2016,5995,Manual,13500,Petrol,20,62.8,1.0
1632, Octavia,2019,16750,Manual,4088,Petrol,145,55.4,1.5
1633, Octavia,2018,12498,Manual,17739,Diesel,145,68.9,1.6
1634, Karoq,2019,18740,Manual,5,Petrol,150,43.5,1.0
1635, Superb,2016,10499,Manual,83802,Diesel,20,68.9,2.0
1636, Scala,2020,19990,Semi-Auto,1000,Petrol,145,47.1,1.0
1637, Fabia,2016,6850,Manual,51449,Petrol,20,60.1,1.2
1638, Octavia,2019,17195,Automatic,4902,Diesel,145,72.4,1.6
1639, Kodiaq,2020,31490,Automatic,1522,Diesel,145,39.2,2.0
1640, Fabia,2017,8600,Manual,12141,Petrol,150,60.1,1.2
1641, Karoq,2019,22990,Automatic,1470,Petrol,150,40.9,1.5
1642, Fabia,2019,9498,Manual,9151,Petrol,145,57.7,1.0
1643, Karoq,2019,21000,Automatic,4438,Diesel,150,62.8,1.6
1644, Octavia,2017,11490,Manual,26607,Petrol,30,55.4,1.4
1645, Fabia,2017,8995,Manual,5575,Petrol,145,64.2,1.0
1646, Fabia,2019,12295,Automatic,14634,Petrol,150,60.1,1.0
1647, Yeti Outdoor,2017,13460,Semi-Auto,15107,Petrol,125,51.4,1.2
1648, Fabia,2019,9457,Manual,7654,Petrol,145,57.7,1.0
1649, Kodiaq,2017,21490,Automatic,40989,Petrol,145,38.2,2.0
1650, Rapid,2015,6998,Manual,18926,Diesel,30,64.2,1.6
1651, Yeti Outdoor,2016,10990,Manual,54965,Diesel,150,55.4,2.0
1652, Kodiaq,2019,26500,Automatic,6375,Diesel,150,42.2,2.0
1653, Kamiq,2019,19995,Semi-Auto,2090,Petrol,150,44.1,1.5
1654, Karoq,2019,22285,Manual,13543,Diesel,150,42.8,2.0
1655, Octavia,2017,17350,Semi-Auto,15229,Diesel,145,57.7,2.0
1656, Kodiaq,2019,28995,Automatic,3895,Diesel,150,42.2,2.0
1657, Octavia,2019,18592,Manual,12373,Petrol,145,36.7,2.0
1658, Karoq,2019,21995,Automatic,200,Petrol,150,41.5,1.5
1659, Scala,2019,14950,Manual,5000,Petrol,145,49.6,1.0
1660, Superb,2019,26000,Semi-Auto,4000,Petrol,145,38.2,2.0
1661, Octavia,2011,5490,Manual,59000,Diesel,30,62.8,1.6
1662, Octavia,2014,8752,Manual,43756,Diesel,20,68.9,2.0
1663, Fabia,2017,8795,Manual,13085,Diesel,145,70.6,1.4
1664, Scala,2019,20995,Automatic,3882,Diesel,145,54.3,1.6
1665, Superb,2019,29995,Automatic,4011,Petrol,145,33.2,2.0
1666, Fabia,2017,8990,Manual,19602,Petrol,150,64.2,1.0
1667, Octavia,2019,15750,Automatic,2839,Petrol,150,55.4,1.5
1668, Rapid,2019,9995,Manual,12106,Petrol,145,58.9,1.0
1669, Fabia,2018,9790,Manual,9481,Petrol,145,64.2,1.0
1670, Octavia,2019,13499,Manual,13478,Petrol,150,60.1,1.0
1671, Fabia,2018,10490,Manual,7633,Petrol,145,64.2,1.0
1672, Rapid,2016,8495,Manual,25183,Petrol,20,57.7,1.2
1673, Fabia,2019,12685,Manual,5300,Petrol,145,60.1,1.0
1674, Citigo,2017,6991,Automatic,17000,Petrol,0,65.7,1.0
1675, Superb,2019,29450,Semi-Auto,6852,Diesel,145,47.1,2.0
1676, Yeti Outdoor,2017,11000,Semi-Auto,55373,Petrol,125,51.4,1.2
1677, Citigo,2016,7495,Manual,22890,Petrol,20,62.8,1.0
1678, Superb,2017,14490,Manual,47457,Diesel,20,68.9,2.0
1679, Citigo,2016,6690,Manual,10200,Petrol,20,64.2,1.0
1680, Fabia,2016,6995,Manual,35259,Petrol,20,60.1,1.2
1681, Octavia,2018,17000,Automatic,9729,Petrol,145,47.9,2.0
1682, Octavia,2019,16750,Automatic,3416,Diesel,145,67.3,2.0
1683, Citigo,2017,6190,Manual,36969,Petrol,20,64.2,1.0
1684, Superb,2019,25250,Automatic,8500,Petrol,145,38.2,2.0
1685, Fabia,2019,10995,Manual,13510,Petrol,150,61.4,1.0
1686, Yeti Outdoor,2015,10195,Semi-Auto,61200,Diesel,200,44.8,2.0
1687, Yeti Outdoor,2017,12795,Manual,17365,Petrol,125,51.4,1.2
1688, Fabia,2019,13795,Semi-Auto,8460,Petrol,145,60.1,1.0
1689, Octavia,2017,16495,Manual,23601,Diesel,150,62.8,2.0
1690, Octavia,2017,13998,Semi-Auto,8139,Petrol,145,57.7,1.4
1691, Octavia,2017,11995,Manual,25000,Petrol,30,55.4,1.4
1692, Superb,2019,27990,Automatic,10,Petrol,145,38.2,2.0
1693, Fabia,2019,11490,Manual,7948,Petrol,145,61.4,1.0
1694, Kodiaq,2019,26900,Automatic,8829,Petrol,150,31.7,2.0
1695, Octavia,2019,15290,Semi-Auto,10765,Petrol,145,54.3,1.5
1696, Octavia,2016,11990,Manual,18431,Petrol,30,55.4,1.4
1697, Octavia,2016,13000,Semi-Auto,32580,Diesel,30,62.8,2.0
1698, Fabia,2019,13290,Semi-Auto,14714,Petrol,145,60.1,1.0
1699, Superb,2020,26999,Semi-Auto,2000,Diesel,145,44.1,2.0
1700, Fabia,2016,7990,Manual,26000,Petrol,20,60.1,1.2
1701, Kamiq,2019,18980,Automatic,200,Other,145,44.1,1.5
1702, Karoq,2018,22998,Automatic,17405,Petrol,150,50.4,1.5
1703, Octavia,2019,23995,Automatic,6900,Petrol,145,46.3,2.0
1704, Karoq,2018,16290,Manual,6120,Diesel,150,62.8,1.6
1705, Fabia,2019,11990,Manual,916,Petrol,145,60.1,1.0
1706, Superb,2019,16416,Manual,4776,Petrol,145,40.9,1.5
1707, Superb,2016,13999,Manual,38980,Diesel,20,67.3,2.0
1708, Octavia,2016,10999,Semi-Auto,46061,Petrol,30,58.9,1.4
1709, Octavia,2019,15595,Automatic,3919,Petrol,145,58.9,1.0
1710, Fabia,2017,7995,Manual,33446,Petrol,20,60.1,1.2
1711, Kodiaq,2019,26995,Automatic,6000,Diesel,145,49.6,2.0
1712, Octavia,2019,14485,Automatic,13875,Petrol,150,57.7,1.0
1713, Fabia,2017,9499,Manual,14898,Petrol,150,64.2,1.0
1714, Kodiaq,2017,21995,Manual,32000,Petrol,150,40.9,1.4
1715, Rapid,2017,8450,Manual,20795,Petrol,20,57.7,1.2
